taxiCount,clientCount,taxiSeatCount,spawnScenario,waitingAvgMean,travelAvgMean,distanceAvgMean,servedRatio,kmPerServedClient,calculationAvgMean,calculationSumMean,calculationMsPerServedClient,communicationTotalMs,communicationMsPerServedClient,idleRoamingMode,variant
39,638,1,BASELINE,1.7100933333333335,9.456726666666667,76.5447456,1.0,4.679067521003135,0.0029000000000000002,250.6,0.39278996865203764,0.0,0.0,central,Central
39,638,1,RUSH_HOUR,1.9210166666666666,9.639435,78.07996010000001,1.0,4.772912921473354,0.0026000000000000003,228.7,0.3584639498432602,0.0,0.0,central,Central
39,638,1,SPATIAL_IMBALANCE,3.289476666666667,9.8634,79.8336429,1.0,4.88011296724138,0.0028,230.7,0.36159874608150466,0.0,0.0,central,Central
39,638,1,SPATIAL_ISLANDS,3.6515883333333337,11.113866666666667,90.0121192,1.0,5.502308226959248,0.0029000000000000002,236.5,0.3706896551724138,0.0,0.0,central,Central
1685,27762,1,BASELINE,1.31656,32.715035,267.35106940000003,1.0,16.226732653951444,0.6159,55690.4,2.005993804480945,0.0,0.0,central,Central
1685,27762,1,RUSH_HOUR,41.76129166666667,71.92939166666666,349.31721000000005,0.9480512931345003,22.363372778288593,0.6152,55477.5,2.107823767657809,0.0,0.0,central,Central
1685,27762,1,SPATIAL_IMBALANCE,11.979215,38.78894666666666,317.1411648,1.0,19.2487163276421,0.5977,54046.8,1.9467905770477631,0.0,0.0,central,Central
1685,27762,1,SPATIAL_ISLANDS,14.69835,44.70061333333333,365.10951059999996,1.0,22.160129866760318,0.5511,50467.3,1.8178553418341619,0.0,0.0,central,Central
39,638,1,BASELINE,4.35721125,12.126371296296297,81.97700839722222,0.9860675722744688,5.071859224321239,0.011115277777777778,977.4819444444444,1.5743038930709934,11.129881944444444,0.017613683706532858,none,P2P none
39,638,1,BASELINE,3.0736046296296298,10.772420509259259,105.60900804722222,0.9987678509230233,6.4646926583457285,0.007959722222222222,694.7,1.0911268669844594,11.594452777777779,0.01818641506092403,past-avg,P2P past-avg
39,638,1,BASELINE,4.326559166666667,12.099388472222223,82.85622295833333,0.9861807732497387,5.125288322115954,0.012569444444444446,1107.3291666666667,1.783268863305835,12.064877777777777,0.019058238179371457,past-avg-revisit,P2P past-avg-revisit
39,638,1,BASELINE,3.033571388888889,10.73764550925926,113.654435125,0.9991988854057818,6.954148801234371,0.007858333333333333,684.375,1.0741258961046332,12.328183333333333,0.019332127312781822,past-avg-total,P2P past-avg-total
39,638,1,BASELINE,2.8516956481481484,10.571052592592592,158.43206577777778,0.9998171368861024,9.687662980440155,0.006422222222222222,558.9805555555555,0.8763819616466131,11.809145833333334,0.0185119037862543,random,P2P random
39,638,1,RUSH_HOUR,4.607059490740741,12.354630555555556,81.47027071111111,0.9851053639846743,5.0439743962809125,0.010227777777777778,895.0930555555556,1.44216629739937,11.533634722222223,0.0182510998445482,none,P2P none
39,638,1,RUSH_HOUR,3.49869212962963,11.149264953703703,103.74961019722222,0.996686694531522,6.364706059380233,0.008561111111111111,746.4402777777777,1.176452778543763,12.236994444444443,0.019222766684833095,past-avg,P2P past-avg
39,638,1,RUSH_HOUR,4.51037511574074,12.22499513888889,82.94400281388889,0.9861415882967608,5.1301433972903485,0.011025,964.4166666666666,1.5515849510147592,12.093608333333334,0.019110762636338714,past-avg-revisit,P2P past-avg-revisit
39,638,1,RUSH_HOUR,3.3921426851851852,11.034328055555555,111.25931838055556,0.9975400557297108,6.820334092641368,0.008306944444444443,720.1277777777777,1.1332455681861442,12.881958333333333,0.020219999370489836,past-avg-total,P2P past-avg-total
39,638,1,RUSH_HOUR,2.968913240740741,10.644371342592594,144.93152560833335,0.9997823058167885,8.862444234785494,0.006881944444444444,598.3083333333333,0.9380876181913916,12.87823611111111,0.020188273689024108,random,P2P random
39,638,1,SPATIAL_IMBALANCE,11.857973564814815,18.30760902777778,64.26819408055556,0.8854841518634622,4.304920229753393,0.018822222222222223,1671.648611111111,3.227203005926034,10.050941666666667,0.017006564339687093,none,P2P none
39,638,1,SPATIAL_IMBALANCE,2.9480751388888886,9.501986342592593,95.38129105277777,0.9992859630790666,5.8350291262222775,0.006984722222222222,605.786111111111,0.9504850028294278,15.07348611111111,0.023637146716421937,past-avg,P2P past-avg
39,638,1,SPATIAL_IMBALANCE,11.459709074074075,17.944024953703703,65.8068774638889,0.8891631835597352,4.387803058867623,0.01986388888888889,1758.663888888889,3.3929719829936906,11.889059722222221,0.0197428951357199,past-avg-revisit,P2P past-avg-revisit
39,638,1,SPATIAL_IMBALANCE,2.9649175000000003,9.51552898148148,102.89478424444445,0.9993599791013583,6.294376110388987,0.007169444444444444,623.1430555555556,0.9776329543526621,15.738668055555555,0.024679414649190465,past-avg-total,P2P past-avg-total
39,638,1,SPATIAL_IMBALANCE,3.173360185185185,9.703126203703704,171.40086029444444,0.999734413096482,10.482296136416855,0.008013888888888888,697.9263888888888,1.0943921071581337,12.941420833333332,0.02028860200660977,random,P2P random
